dataset,split_seed,adaptation_seed,budget,available,selected_count,selected_entity_prefix_digest,adaptation_pool_digest,target_final_test_digest,selection_reads_labels
acsincome_region,0,15,100,True,100,700dadf2e880effdfe66ff5fdb1b3075469adc25f4e0969a16ed9998334157c7,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,15,250,True,250,44574bdaa48056a956f9f07aadc9c39eebedce2ebc4ed4f34187fd1897bfc039,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,15,500,True,500,ea5bdd79b6ae2a337f0b525228443333d8d086fafa1edaf22be393c2ed777eea,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,16,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,16,25,True,25,d15f172660904844782ed2800641b36480ec6a189e3128969acc4afe1a2244fa,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,16,50,True,50,8221e15b651d99a5f2b3d7618f90de591c5bfab4b230a0f1d47fb6f42d8204d9,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,16,100,True,100,f126e98c58910885f7a66283359a9e2d94e139d6e7798bc790cfecb0a6196be2,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,16,250,True,250,838d5a25d42c83d2295efe412fded841006100541b60c73470f0e14b4b2d162d,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,16,500,True,500,f2136245020b52205db27631d4107adf2a6beb3046513d4b0fe730f38c59bb2c,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,17,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,17,25,True,25,dcb99efe905151b6c7b0e40c72497c6a7da8b7f6bae29b4431158744788ac901,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,17,50,True,50,2647473c81e8723f6f540e3afb20899064f9f21e22b86e1541b2a824df23c93b,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,17,100,True,100,1205fa06f3184abbff5342fc0d4896e0dca373a853e8b8e156ab45a09025bf35,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,17,250,True,250,0e3b7a1faa9a101ffe69b3826c57efdbc59cdda3ffba06f9e6f61e018a048a99,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,17,500,True,500,7320019d70206aeb03231a1549cf83e963fdca4c614672da58b6b1b266f277fb,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,18,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,18,25,True,25,ad831acfe6d5f4a29a8eed6d487290d28a6a86c6af83c95a57dce2adf9fa9159,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,18,50,True,50,45d5caaa9bbf1ccf946d32196653ec28bbaff6a8d98384f3ce353f9dabf93b32,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,18,100,True,100,3be3eb19614eff3d74e1135737e5f236f51d382cb51e159475879c9d74b39f8e,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,18,250,True,250,14258bc7622124d207bf1e30553e8a4ce45783cfbd1b74b62ea9a1ac905b2793,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,18,500,True,500,c54476e34f22515fd38cce1b2b675fa121acc3cc204e4151062c4ae552c82aa3,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,19,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,19,25,True,25,48f5fc68c5aa2eb7f77cf757fa60c3613254bf351e1dc91c7b648a9bd9599f39,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,19,50,True,50,62e502298017369113806149adb38d9ecd9c64909b454080616a87fa1d744ed9,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,19,100,True,100,4d106a6fa36416cea1269dd697dde03be5538fc4fa2fd4a2f4eb7bc88af9ecf5,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,19,250,True,250,40a3b81b46a086748cb5d8401b585f87f0a93a849de068428c3bb81e49ddbd9c,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,19,500,True,500,ffb478c04ea2c7cd9190e88af95b3c5b7923e92ace805f81f19c24fc24777cf2,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,20,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,20,25,True,25,2988bba3bde35c03a963f72f2beeccbcd264157acf22db569538d42a8debfa80,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,20,50,True,50,9a4a947bebb7a0e36a1264488d08da18243aba02f611ac36a7489f6e3396bf0c,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,20,100,True,100,c224cdd8f72ff8f54fcd8718d3ae6ca7102467e590b0a42134c86f8395b3b3b3,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,20,250,True,250,7d6727628ca127b9a6506c8e81823d9e8bc9d9a2d8d9e0b4ab9b56173b620eb1,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,20,500,True,500,71100b54427db0b4d8a9aec6d39b8dd4b2ca88790f7ed56c715758ec011ede14,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,21,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,21,25,True,25,4867b745e3436aa30b17e5df45c7f891d64cd606fe72e5d596cc31eceb473d53,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,21,50,True,50,0425d8d1bf8b39cd98d1b3d2de7f23222d69a56995c03a813a436a14424e2c9b,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,21,100,True,100,7d151409144d3472767dffa803eca1c1090e321a4ed018a631964772284b56d0,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,21,250,True,250,1c04a95f99849c27a7543384475aa6c19422605ef4e6d4776849a7a9072dc9ff,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,21,500,True,500,a56f1bd9abec378d4679b6fc80d264e6781ac1443c49321502b968afed35ff34,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,22,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,22,25,True,25,8b8bddedc5a09e756bc4fcadfb4bf68043372c1bcf37b15f12a28048e37b0f9f,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,22,50,True,50,5447245ae13dd332e01bd5a2a0a9a5f62a2bde393d8c261260f6eca45f3b0b9d,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,22,100,True,100,e431fb11084bed6c01370fc57998a73b6e9511765efc891a49e2cd165424a9ec,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,22,250,True,250,da2601fe3108aa4ce3cf763325981412b4edf47d7f89fbae1708a5347c4148d6,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,22,500,True,500,0ed4fd189a1cd05864dcf7841d8f9c2beafc5132eec36b216f928ad09a9fda18,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,23,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,23,25,True,25,2da9322deaa62501fa9a585ecfe6aa00619b5e91f29c9194da777e2408163072,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,23,50,True,50,33013795d051563fbb2442afe8379bd3ab5fd7b3d1a4cf423c8cb1f89209280a,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,23,100,True,100,f07d87ee51a18e68397735ca74bb992185663233db0e7c0191598b8582a71ed1,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,23,250,True,250,c0a5f40d7686ed2c5c6869e1fce0c561e7ca02967ea14686286e6577c6b1cdc8,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,23,500,True,500,b575286eebb132e96beeb5ebbd64530f37381d9ee9c7823553be1070799e48cb,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,24,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,24,25,True,25,2b0657e7b45819b8ffd0f9b94525aa02449c16f3685ac6adaf3af7fc688f12ee,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,24,50,True,50,e0651ee505f46dee436f8737256a4e0e2fd8d624b96171b297710e16cc5b9766,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,24,100,True,100,6c6a719042f126f624f7ad9130fd35faa4e9bdb9950075377db0ce9883b3ce3c,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,24,250,True,250,a21be7d42799f8e465a78c2a8c7f6c2006ff879c04cab5aef658e47528095d4e,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,24,500,True,500,da8a3ba9f479af04bc7b464518b29786b610347827936c68c077696e694a0fb2,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,25,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,25,25,True,25,d59a786aefd47f97e38e0719e8f661953a152741b829cac5e190b176ad7be074,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,25,50,True,50,058e2f2645d70d27b661d3ecdde9490f902a82332bfb95b760a381cd96a338be,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,25,100,True,100,d74bb912aa11f8b0bf3e9f166525f0ac5e96cb467cda9ec01d7a57c396abd654,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,25,250,True,250,42f84738e4f9b12de9ddd2e6c43a93cc70127124c5a6923f7376417ee54c7059,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,25,500,True,500,1d8036fa7330efeda3fc5ca4657a953f593857b85e6afddc9e12fbeecc1227a2,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,26,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,26,25,True,25,22f3f57f3d4d2962abdc492a418aa59d3b040bb8b74cd1c65cf2b30a0d3882f1,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,26,50,True,50,08051bf34c13e34f67b6045a7e8ae7be4e718e3d392a81b3dcbd85b374a191ec,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,26,100,True,100,0cee4afcb30d2df4bd059e345e4288f5f334203e4ab577a811d853676202b39d,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,26,250,True,250,8ad5c537d76953f58184088f7128890c243a2b4f706d332e9656d8ee0b39ae84,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,26,500,True,500,c6480d92dfe8ad41029ff213231df82045a2ec269bc4b920a2bb1f5e067e42fd,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,27,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,27,25,True,25,545e6bfd1a79914cfa64654da4e8d0900d508fda8ded58ee3ccb7d7b7fbb5e52,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,27,50,True,50,a19862cb858ab6a5b03e9efe62e9fced410403352d30f922be1a786de677f9d6,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,27,100,True,100,31b030ff97d398b01c62317ab7a228f6985a0250def4902e1f6e9bf42a13b063,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,27,250,True,250,b6c932d26d58e324855471e5bd68859258bad875f3ba30481da6256e829806a4,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,27,500,True,500,322ee2411278be1718a996876629c8971a11017a19f88191ebf62c1271c06211,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,28,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,28,25,True,25,7461f87e2ea381418659c85f10c6d1b2eda3011aaa97dc67ae3353f5e519e719,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,28,50,True,50,06f8b145e8480dc0a454016fcfb9d50cb764e336410169c850468b4a082f82e4,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,28,100,True,100,82a84103c6a34ff6a81258536549b41061ea3ed6a8ceabe591a4e51247f43c61,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,28,250,True,250,038bc94c1f5a776218ab718386272bec4e69121faa9447ba55d381455f53971b,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,28,500,True,500,0ee1ca8a272526b7dd76376aa8e802a10f5c0fc3da910ad858d4f88ccb292f1b,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,29,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,29,25,True,25,51325ad0dfef5e6d70f3139286af1dfe0c7f41e3643314dd965add345a2ac5be,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,29,50,True,50,867eea8c03c4bd403e02153b774be197c1df23dd624dba7d7ddab2e01566aad6,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,29,100,True,100,d77a164cf929c0240c154b569782ef87c72da58bea334dbe02122caf1ececdac,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,29,250,True,250,371e818f5c5f713879abd68135602cdf07f65791bb55e27cf7b6e465cada0315,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,29,500,True,500,b3bfda3de8f62c9a4012a67aa622e5f050f47e38fa0470acca7bc8d6c4c99291,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,30,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,30,25,True,25,3d622d7b5b305c919a7c5a3c9aa4c056a4aa69e66c2d8f0f3d108134dab0b6f6,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,30,50,True,50,a503c3f02c594d75b300a4eef57625926390f89258b59ba165efa8e149d113c9,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,30,100,True,100,42e50f032a4328c8f0f6d3bf99f406babc5de6c841cdc9e8d36356675320dae6,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,30,250,True,250,42943a91bfe5b7b0a4025511ca6859539e412edc3452de8dd72197ead38f52fa,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,30,500,True,500,126b86dd8ae6cdbdc479370d4661431c5c7ce4745cddfdfd6c9ca6ecf7111f07,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
